host,shortname,dsname,fullxres,fullyres,HS3ref,vcodec,folder,enabled,group
BlueIris4,"IPcam49","10.10.3.149:88:554//0:12",00000500,000002d0,"5514","H264",00000000,00000001,00000001,"I:\\_dea\\exp\\cams\\gvc\\cam12","yardn;_foscam98",
BlueIris4,"AM2K59","10.10.3.59:80:554/cam/realmonitor/channel=1&subtype=0&authbasic={AUTH64}:1",00000900,00000510,"5532","H264",00000001,00000000,00000001,"I:\\_dea\\exp\\cams\\gvc\\cam59","barnWest;barn;_am2k",
BlueIris4,"Escam68","10.10.3.68:80:34567/Main:0",00000500,000002d0,"5534","H264",00000001,00000001,00000001,"I:\\_dea\\exp\\cams\\gvc\\cam68","shop;house_interior;_ezcam",
BlueIris4,"AM2K169","10.10.3.169:80:554/cam/realmonitor/channel=1&subtype=0&authbasic={AUTH64}:1",00000900,00000510,"5552","H264",00000001,00000000,00000001,"I:\\_dea\\exp\\cams\\gvc\\cam69","barnEast;barn;_am2k",
BlueIris4,"IPcam9","10.10.3.108:80:888//:1",00000280,000001e0,"5507","H264",00000001,00000001,00000001,"I:\\_dea\\exp\\cams\\gvc\\cam9","barnEast;barn;_foscam89",
BlueIris4,"cam6","10.10.13.6:88:554//0:1",00000500,000002d0,"5624","H264",00000001,00000001,00000001,"I:\\_dea\\odrive\\GD.video\\cams\\gvc\\cam6","yardnw;yardn;trailer;gvc;_foscam98",
BlueIris4,"Wyze66","10.10.6.75:8083:554/axis-cgi/mjpg/video.cgi/cameraId=1538607685:1",00000280,000001e0,"5524","H264",00000001,00000001,00000001,"I:\\_dea\\exp\\cams\\gvc\\cam66","kennel;_wyzePan;_wyze",
BlueIris4,"Wyze70","10.10.13.70:80:8554/unicast/:1",00000500,000002d0,"5711","H264",00000001,00000000,00000001,"I:\\_dea\\exp\\cams\\gvc\\cam70","kennel;hall;_wyze",
BlueIris5,"IPcam73","10.10.13.73:80:554/livestream/11?action=play&media=video_audio_data/:1",00000780,00000438,"6104","H264",00000001,00000000,00000001,"I:\\_dea\\exp\\cams\\gvc\\cam73","yarde;yard;gvc;_m7",
BlueIris5,"IPCam15","10.10.3.15:80:554/livestream/11?action=play&media=video_audio_data/:1",00000780,00000438,"6106","H264",00000001,00000000,00000001,"E:\\_dea\\exp\\cams\\gvc\\cam1","yardne;yarde;yard;wundercam;gvc;bird_feeder;_foscam98",
BlueIris5,"cam58","10.10.3.58:80:554/cam/realmonitor?channel=1&subtype=0&unicast=true&proto=Onvif/:1",00000900,00000510,"6105","H264",00000001,00000001,00000001,"E:\\_dea\\exp\\cams\\gvc\\cam58","yarde;yard;walkway;bird_feeder;ac;_hot;_amcrest2k",
BlueIris5,"AM64","10.10.3.64:80:554/cam/realmonitor?channel=1&subtype=0&unicast=true&proto=Onvif/:1",000005f0,00000a80,"6099","H264",00000001,00000001,00000001,"E:\\_dea\\exp\\cams\\gva\\cam7","yardw;yard;gva;_amcrest1k",
BlueIris5,"HK25","10.10.3.125:80:554/Streaming/channels/101/:1",00000a80,000005f0,"6102","H264",00000001,00000001,00000001,"E:\\_dea\\exp\\cams\\gva\\cam4","yardnw;yard;garage;driveway;_hikvision",
BlueIris5,"IPcam62","10.10.3.62:80:554/cam/realmonitor/channel=1&subtype=0&authbasic={AUTH64}:1",00000780,00000438,"6101","H264",00000001,00000001,00000001,"E:\\_dea\\exp\\cams\\gva\\cam2","yardnw;gva;garage;driveway;_amcrest1k",
BlueIris5,"IPcam30","10.10.3.130:88:8554//0:1",00000500,000002d0,"6098","H264",00000001,00000000,00000001,"I:\\_dea\\exp\\cams\\gvb\\cam2","garden;_foscam98",
BlueIris5,"HV54","10.10.3.154:80:554/Streaming/channels/101/:1",00000a80,000005f0,"6107","H264",00000001,00000000,00000001,"E:\\_dea\\exp\\cams\\gva\\cam6","yardne;yarde;walkway;bird_feeder;_hikvision",
BlueIris5,"AM65","10.10.3.65:80:554/cam/realmonitor?channel=1&subtype=0&unicast=true&proto=Onvif/:1",00000f00,00000870,"6108","H264",00000001,00000001,00000001,"E:\\_dea\\exp\\cams\\gva\\cam0","yardne;yardn;yard;walkway;_amcrest4K",
BlueIris5,"cam6","10.10.13.6:88:554//0:1",00000500,000002d0,"6100","H264",00000001,00000001,00000001,"I:\\_dea\\odrive\\GD.video\\cams\\gvc\\cam6","yardnw;yardn;trailer;gvc;_foscam98",
BlueIris5,"Escam29","10.10.3.129:80:34567/Main:0",00000500,000002d0,"6103","H264",00000001,00000000,00000001,"E:\\_dea\\exp\\cams\\gva\\cam5","yard;walkway;gva;garden;_ezcam",
